title,authors__001,authors__002,authors__003,publish_date,keywords__001,keywords__002,keywords__003,keywords__004,keywords__005,keywords__006,keywords__007,keywords__008,keywords__009,keywords__010,keywords__011,keywords__012,keywords__013,keywords__014,keywords__015,keywords__016,keywords__017,keywords__018,keywords__019,keywords__020
"Amid reports of rift, Uddhav Thackeray meets alliance partners",,,,2020-05-27 16:41:59+05:30,uddhav,thackeray,minister,meets,vikas,partners,told,rift,chief,pawar,alliance,meeting,reports,maharashtra,amid,maha,,,,
"Amid reports of rift, Uddhav Thackeray meets alliance partners",,,,2020-05-27 16:41:59+05:30,uddhav,thackeray,minister,meets,vikas,partners,told,rift,chief,pawar,alliance,meeting,reports,maharashtra,amid,maha,,,,
"West Bengal: Govt says power supply back in 94 out of 103 towns hit by Amphan, protests thin out",,,,2020-05-27 09:28:29+05:30,west,hit,amphan,state,govt,services,supply,bengal,kolkata,pande,towns,94,lakh,restored,roads,protests,power,work,,
"West Bengal: Govt says power supply back in 94 out of 103 towns hit by Amphan, protests thin out",,,,2020-05-27 09:28:29+05:30,west,hit,amphan,state,govt,services,supply,bengal,kolkata,pande,towns,94,lakh,restored,roads,protests,power,work,,
Daily briefing: No change in Ladakh situation; Maharashtra govt on shaky ground?,Leela Prasad,,,2020-05-27 09:38:05+05:30,officials,indian,lockdown,shaky,express,maharashtra,states,india,ground,daily,patients,ladakh,govt,racing,briefing,change,maintained,situation,latest,
Daily briefing: No change in Ladakh situation; Maharashtra govt on shaky ground?,Leela Prasad,,,2020-05-27 09:38:05+05:30,officials,indian,lockdown,shaky,express,maharashtra,states,india,ground,daily,patients,ladakh,govt,racing,briefing,change,maintained,situation,latest,
"Coronavirus India LIVE Updates: Benefits of hydroxychroloquine outweighs risks, says Niti Aayog",,,,2020-05-28 17:21:52+05:30,benefits,outweighs,niti,coronavirus,cent,india,updates,bills,state,rs,patients,aayog,hydroxychroloquine,required,risks,private,live,hospital,covid,
"Coronavirus India LIVE Updates: Benefits of hydroxychroloquine outweighs risks, says Niti Aayog",,,,2020-05-28 17:21:52+05:30,benefits,outweighs,niti,coronavirus,cent,india,updates,bills,state,rs,patients,aayog,hydroxychroloquine,required,risks,private,live,hospital,covid,
"Resources under strain, Bengal calls for staggered return of migrants",Atri Mitra,,,2020-05-27 08:50:49+05:30,migrants,return,strain,state,secretary,migrant,resources,labourers,bandyopadhyay,bengal,express,staggered,manner,states,quarantine,calls,,,,
"Resources under strain, Bengal calls for staggered return of migrants",Atri Mitra,,,2020-05-27 08:50:49+05:30,migrants,return,strain,state,secretary,migrant,resources,labourers,bandyopadhyay,bengal,express,staggered,manner,states,quarantine,calls,,,,
Call for research of lung tissue in Covid victims finds no takers in Karnataka,Johnson T A,,,2020-05-27 06:55:31+05:30,lungs,tissue,victims,icmr,health,covid19,karnataka,coronavirus,covid,lung,research,finds,takers,,,,,,,
Call for research of lung tissue in Covid victims finds no takers in Karnataka,Johnson T A,,,2020-05-27 06:55:31+05:30,lungs,tissue,victims,icmr,health,covid19,karnataka,coronavirus,covid,lung,research,finds,takers,,,,,,,
"After meeting Uddhav, Pawar says no threat to govt in Maharashtra",Liz Mathew,,,2020-05-27 06:09:56+05:30,uddhav,thackeray,state,minister,threat,govt,chief,pawar,leaders,bjp,meeting,party,maharashtra,leadership,,,,,,
"We support Maharashtra govt, not key decision-makers: Rahul",Manoj C G,,,2020-05-27 05:47:09+05:30,decisionmakers,pressure,state,indian,remarks,govt,express,support,congress,maharashtra,rahul,states,senior,key,,,,,,
"We support Maharashtra govt, not key decision-makers: Rahul",Manoj C G,,,2020-05-27 05:47:09+05:30,decisionmakers,pressure,state,indian,remarks,govt,express,support,congress,maharashtra,rahul,states,senior,key,,,,,,
"Gujarat: 364 new cases, death toll at 922",,,,2020-05-27 05:43:30+05:30,deaths,state,cases,total,vadodara,reported,gujarat,364,patients,death,922,900,vadodaras,crossed,toll,,,,,
"Gujarat: 364 new cases, death toll at 922",,,,2020-05-27 05:43:30+05:30,deaths,state,cases,total,vadodara,reported,gujarat,364,patients,death,922,900,vadodaras,crossed,toll,,,,,
13 doctors to volunteer at Rajkot civil hospital,,,,2020-05-27 05:42:13+05:30,doctors,superintendent,civil,covid19,medical,rajkot,hospital,care,13,volunteer,critical,,,,,,,,,
13 doctors to volunteer at Rajkot civil hospital,,,,2020-05-27 05:42:13+05:30,doctors,superintendent,civil,covid19,medical,rajkot,hospital,care,13,volunteer,critical,,,,,,,,,
Vizag gas leak: SC grants 30 employees access to plant,,,,2020-05-27 05:36:33+05:30,polymers,lg,venkatapuram,30,treatment,gas,visakhapatnam,sc,grants,access,leak,plant,vizag,employees,village,court,,,,
Vizag gas leak: SC grants 30 employees access to plant,,,,2020-05-27 05:36:33+05:30,polymers,lg,venkatapuram,30,treatment,gas,visakhapatnam,sc,grants,access,leak,plant,vizag,employees,village,court,,,,
Vadodara civic body announces 10% property tax rebate to tide over crisis,Aditi Raja,,,2020-05-27 05:30:12+05:30,announces,tide,tax,vmc,rebate,body,rs,crore,vadodara,patel,octroi,crisis,financial,civic,property,projects,,,,
Vadodara civic body announces 10% property tax rebate to tide over crisis,Aditi Raja,,,2020-05-27 05:30:12+05:30,announces,tide,tax,vmc,rebate,body,rs,crore,vadodara,patel,octroi,crisis,financial,civic,property,projects,,,,
"As LAC heats up, India and China activate border mechanism talks",Shubhajit Roy,,,2020-05-27 07:22:35+05:30,affairs,heats,activate,talks,indian,troops,china,line,level,border,situation,mechanism,wang,chinese,india,lac,holding,,,
"As LAC heats up, India and China activate border mechanism talks",Shubhajit Roy,,,2020-05-27 07:22:35+05:30,affairs,heats,activate,talks,indian,troops,china,line,level,border,situation,mechanism,wang,chinese,india,lac,holding,,,
Vadodara hospital with 6 patients on ventilator faces power outage for 12 hrs,Aditi Raja,,,2020-05-27 04:55:17+05:30,outage,ventilator,indian,covid19,seven,vadodara,functional,faces,express,conditioners,patients,icu,support,hospital,12,hrs,power,,,
Vadodara hospital with 6 patients on ventilator faces power outage for 12 hrs,Aditi Raja,,,2020-05-27 04:55:17+05:30,outage,ventilator,indian,covid19,seven,vadodara,functional,faces,express,conditioners,patients,icu,support,hospital,12,hrs,power,,,
"India-China border: No change in Ladakh, military brass brief PM and Rajnath",Sushant Singh,,,2020-05-27 12:25:48+05:30,ladakh,change,chinese,indiachina,indian,rajnath,tensions,border,deployment,scaling,brass,eastern,army,brief,india,lac,military,,,
"India-China border: No change in Ladakh, military brass brief PM and Rajnath",Sushant Singh,,,2020-05-27 12:25:48+05:30,ladakh,change,chinese,indiachina,indian,rajnath,tensions,border,deployment,scaling,brass,eastern,army,brief,india,lac,military,,,
"Day 2 of IGI flight ops: More arrivals, fewer cancellations",Aranya Shankar,,,2020-05-27 04:42:55+05:30,flight,stay,travelling,delhi,indian,husband,lockdown,ops,express,day,igi,fewer,delhipatna,arrivals,cancellations,work,,,,
"Day 2 of IGI flight ops: More arrivals, fewer cancellations",Aranya Shankar,,,2020-05-27 04:42:55+05:30,flight,stay,travelling,delhi,indian,husband,lockdown,ops,express,day,igi,fewer,delhipatna,arrivals,cancellations,work,,,,
"Inadequacies, lapses: SC seeks answers from Centre and states on migrants",Ananthakrishnan G,,,2020-05-27 07:20:24+05:30,migrants,territories,union,migrant,inadequacies,seeks,labourers,express,centre,sc,answers,bench,lapses,taken,states,india,court,,,
"Inadequacies, lapses: SC seeks answers from Centre and states on migrants",Ananthakrishnan G,,,2020-05-27 07:20:24+05:30,migrants,territories,union,migrant,inadequacies,seeks,labourers,express,centre,sc,answers,bench,lapses,taken,states,india,court,,,
"Cloud diplomacy: Consular access, demarche move online",Shubhajit Roy,,,2020-05-27 07:29:46+05:30,conversations,cloud,indian,used,summits,summit,online,demarche,consular,access,diplomacy,phone,credentials,virtual,video,,,,,
"Cloud diplomacy: Consular access, demarche move online",Shubhajit Roy,,,2020-05-27 07:29:46+05:30,conversations,cloud,indian,used,summits,summit,online,demarche,consular,access,diplomacy,phone,credentials,virtual,video,,,,,
"MP district Burhanpur: More beds ready, need doctors",Milind Ghatwai,,,2020-05-27 12:31:01+05:30,facilities,mp,doctors,oxygen,facility,cases,district,beds,need,burhanpur,patients,administration,hospital,ready,covid,,,,,
"MP district Burhanpur: More beds ready, need doctors",Milind Ghatwai,,,2020-05-27 12:31:01+05:30,facilities,mp,doctors,oxygen,facility,cases,district,beds,need,burhanpur,patients,administration,hospital,ready,covid,,,,,
HRD Minister addresses colleges LIVE Updates: New quality assessment system for online education soon,,,,2020-05-28 17:16:31+05:30,india,quality,minister,ugc,pokhriyal,students,hrd,system,soon,online,colleges,teachers,live,ramesh,education,updates,,,,
"Coronavirus India LIVE Updates: Benefits of hydroxychroloquine outweighs risks, says Niti Aayog",,,,2020-05-28 17:21:52+05:30,benefits,outweighs,niti,coronavirus,cent,india,updates,bills,state,rs,patients,aayog,hydroxychroloquine,required,risks,private,live,hospital,covid,
Bollywood news on May 28: Shah Rukh Khan read AbRam his favourite book on birthday and more,Priyanka Sharma,,,2020-05-28 17:24:12+05:30,birthday,thackeray,favourite,book,shoots,youngest,khan,read,shah,rukh,film,set,months,bollywood,abram,28,son,,,
Weather Forecast Today Live Updates: Thunderstorm and rain likely in parts of UP today; Monsoon to hit Kerala by June 1,,,,2020-05-28 16:41:34+05:30,today,west,rajasthan,rain,monsoon,weather,thunderstorm,places,bengal,parts,live,kerala,western,conditions,likely,india,updates,,,
"Coronavirus India LIVE Updates: Benefits of hydroxychroloquine outweighs risks, says Niti Aayog",,,,2020-05-28 17:21:52+05:30,benefits,outweighs,niti,coronavirus,cent,india,updates,bills,state,rs,patients,aayog,hydroxychroloquine,required,risks,private,live,hospital,covid,
"Coronavirus India LIVE Updates: Benefits of hydroxychroloquine outweighs risks, says Niti Aayog",,,,2020-05-28 17:21:52+05:30,benefits,outweighs,niti,coronavirus,cent,india,updates,bills,state,rs,patients,aayog,hydroxychroloquine,required,risks,private,live,hospital,covid,
Monsoon to hit Kerala around June 1: IMD,,,,2020-05-28 15:38:31+05:30,hit,sea,monsoon,southwest,indian,express,system,kerala,imd,likely,sky,,,,,,,,,
Monsoon to hit Kerala around June 1: IMD,,,,2020-05-28 15:38:31+05:30,hit,sea,monsoon,southwest,indian,express,system,kerala,imd,likely,sky,,,,,,,,,
Suriya: Ponmagal Vandhal satisfied me as a viewer and producer,,,,2020-05-28 16:17:33+05:30,suriya,audience,satisfied,producer,vandhal,latest,actor,viewer,ponmagal,film,jyotika,amazon,prime,video,,,,,,
Suriya: Ponmagal Vandhal satisfied me as a viewer and producer,,,,2020-05-28 16:17:33+05:30,suriya,audience,satisfied,producer,vandhal,latest,actor,viewer,ponmagal,film,jyotika,amazon,prime,video,,,,,,
Watch: Unexpected turn of events after man crashes into vehicle in China,,,,2020-05-28 15:55:03+05:30,turn,events,motorcycle,widely,platforms,china,man,media,shared,road,social,online,unexpected,watch,vehicle,crashes,video,,,
Watch: Unexpected turn of events after man crashes into vehicle in China,,,,2020-05-28 15:55:03+05:30,turn,events,motorcycle,widely,platforms,china,man,media,shared,road,social,online,unexpected,watch,vehicle,crashes,video,,,
Watch: ‘Guest’ monkey chases TV presenter out of studio during interview,,,,2020-05-28 15:54:21+05:30,lobna,tv,agitated,animal,presenter,guest,studio,actor,asal,interview,chases,went,watch,egyptian,monkey,,,,,
Watch: ‘Guest’ monkey chases TV presenter out of studio during interview,,,,2020-05-28 15:54:21+05:30,lobna,tv,agitated,animal,presenter,guest,studio,actor,asal,interview,chases,went,watch,egyptian,monkey,,,,,
‘MS Dhoni has earned the right to leave the game on his own terms’: Gary Kirsten,,,,2020-05-28 16:49:45+05:30,leave,sport,indian,earned,right,gary,world,dhoni,terms,skipper,ms,kirsten,game,india,cup,,,,,
‘MS Dhoni has earned the right to leave the game on his own terms’: Gary Kirsten,,,,2020-05-28 16:49:45+05:30,leave,sport,indian,earned,right,gary,world,dhoni,terms,skipper,ms,kirsten,game,india,cup,,,,,
"How Sathiyan Gnanasekara, Sharath Kamal changed Indian table tennis history at the 2018 Asian Games",Shashank Nair,Written Shashank Nair,,2020-05-28 14:48:47+05:30,history,games,changed,asian,medal,draw,indian,sharath,played,gnanasekara,match,kamal,sathiyan,table,game,india,tennis,,,
"How Sathiyan Gnanasekara, Sharath Kamal changed Indian table tennis history at the 2018 Asian Games",Shashank Nair,Written Shashank Nair,,2020-05-28 14:48:47+05:30,history,games,changed,asian,medal,draw,indian,sharath,played,gnanasekara,match,kamal,sathiyan,table,game,india,tennis,,,
What is the problem that monetisation is trying to solve?,Duvvuri Subbarao,,,2020-05-28 09:23:26+05:30,trying,rbi,monetisation,fiscal,solve,market,policy,finance,cent,omos,inflation,problem,deficit,,,,,,,
What is the problem that monetisation is trying to solve?,Duvvuri Subbarao,,,2020-05-28 09:23:26+05:30,trying,rbi,monetisation,fiscal,solve,market,policy,finance,cent,omos,inflation,problem,deficit,,,,,,,
Explained: Why do some Covid-19 patients lose their sense of smell?,Kabir Firaque,,,2020-05-28 14:22:14+05:30,cells,proteins,entry,epithelium,covid19,explained,sense,express,patients,sustentacular,olfactory,lose,butowt,studies,smell,virus,,,,
Explained: Why do some Covid-19 patients lose their sense of smell?,Kabir Firaque,,,2020-05-28 14:22:14+05:30,cells,proteins,entry,epithelium,covid19,explained,sense,express,patients,sustentacular,olfactory,lose,butowt,studies,smell,virus,,,,
Say cheers to good old chaas or buttermilk this summer,,,,2020-05-28 16:40:54+05:30,plain,indian,say,drink,water,curd,old,good,summer,seeds,buttermilk,cumin,chaas,cheers,salt,add,,,,
Say cheers to good old chaas or buttermilk this summer,,,,2020-05-28 16:40:54+05:30,plain,indian,say,drink,water,curd,old,good,summer,seeds,buttermilk,cumin,chaas,cheers,salt,add,,,,
Xiaomi prepares to launch Mi laptop in India just at the right time,,,,2020-05-28 13:33:08+05:30,redmibook,company,country,mi,right,launch,prepares,laptops,notebook,india,laptop,xiaomi,,,,,,,,
Xiaomi prepares to launch Mi laptop in India just at the right time,,,,2020-05-28 13:33:08+05:30,redmibook,company,country,mi,right,launch,prepares,laptops,notebook,india,laptop,xiaomi,,,,,,,,
‘MS Dhoni has earned the right to leave the game on his own terms’: Gary Kirsten,,,,2020-05-28 16:49:45+05:30,leave,sport,indian,earned,right,gary,world,dhoni,terms,skipper,ms,kirsten,game,india,cup,,,,,
‘MS Dhoni has earned the right to leave the game on his own terms’: Gary Kirsten,,,,2020-05-28 16:49:45+05:30,leave,sport,indian,earned,right,gary,world,dhoni,terms,skipper,ms,kirsten,game,india,cup,,,,,
"How Sathiyan Gnanasekara, Sharath Kamal changed Indian table tennis history at the 2018 Asian Games",Shashank Nair,Written Shashank Nair,,2020-05-28 14:48:47+05:30,history,games,changed,asian,medal,draw,indian,sharath,played,gnanasekara,match,kamal,sathiyan,table,game,india,tennis,,,
"How Sathiyan Gnanasekara, Sharath Kamal changed Indian table tennis history at the 2018 Asian Games",Shashank Nair,Written Shashank Nair,,2020-05-28 14:48:47+05:30,history,games,changed,asian,medal,draw,indian,sharath,played,gnanasekara,match,kamal,sathiyan,table,game,india,tennis,,,
"Hemmed-in by Covid curbs, champion para archer Harvinder Singh trains at farm",Nitin Sharma,,,2020-05-28 14:48:50+05:30,farm,harvinder,singh,hemmedin,indian,district,archer,archery,para,curbs,champion,training,kaithal,village,covid,trains,,,,
"Hemmed-in by Covid curbs, champion para archer Harvinder Singh trains at farm",Nitin Sharma,,,2020-05-28 14:48:50+05:30,farm,harvinder,singh,hemmedin,indian,district,archer,archery,para,curbs,champion,training,kaithal,village,covid,trains,,,,
Xiaomi prepares to launch Mi laptop in India just at the right time,,,,2020-05-28 13:33:08+05:30,redmibook,company,country,mi,right,launch,prepares,laptops,notebook,india,laptop,xiaomi,,,,,,,,
Xiaomi prepares to launch Mi laptop in India just at the right time,,,,2020-05-28 13:33:08+05:30,redmibook,company,country,mi,right,launch,prepares,laptops,notebook,india,laptop,xiaomi,,,,,,,,
"Vivo V19 review: Finally, a promising V-series phone",Sneha Saha,,,2020-05-28 12:31:57+05:30,v19,rear,review,promising,primary,saha,express,vseries,finally,sneha,camera,vivo,phone,,,,,,,
"Vivo V19 review: Finally, a promising V-series phone",Sneha Saha,,,2020-05-28 12:31:57+05:30,v19,rear,review,promising,primary,saha,express,vseries,finally,sneha,camera,vivo,phone,,,,,,,
